 Freq MHz      IRQ RC6           RCS/0           BCS/0           VCS/0           VCS/1          VECS/0 
 req  act       /s   %       %  se  wa       %  se  wa       %  se  wa       %  se  wa       %  se  wa 
  43   42      462  84    6.55   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  41   41      364  83    4.75   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  39   40      442  84    5.53   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  41   41      449  85    5.65   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  38   37      336  87    4.82   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  31   32      447  87    5.23   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  32   32      440  87    5.51   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  38   37      455  87    5.59   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 Freq MHz      IRQ RC6           RCS/0           BCS/0           VCS/0           VCS/1          VECS/0 
 req  act       /s   %       %  se  wa       %  se  wa       %  se  wa       %  se  wa       %  se  wa 
  35   35      430  87    5.63   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  32   32      469  86    5.55   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  35   36      401  75    4.54   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  35   34      400  70    5.20   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  28   29      387  78    4.29   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  33   33      411  71    6.25   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  33   33      359  71    3.96   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  33   33      352  69    3.83   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  32   32      440  70    7.19   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  39   38      430  70    7.58   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  46   46      422  59    7.60   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  94   95      509  52   10.45   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  64   65      494  40   16.09   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  53   52      418  49    9.34   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 106  107      433  69   14.70   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 159  159      542  56    4.54   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 179  183      392  43   11.58   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 155  156      377  56    4.01   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 Freq MHz      IRQ RC6           RCS/0           BCS/0           VCS/0           VCS/1          VECS/0 
 req  act       /s   %       %  se  wa       %  se  wa       %  se  wa       %  se  wa       %  se  wa 
 172  174      375  54    4.48   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 160  161      468  62    4.35   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 102  103      415  60    7.67   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  68   70      517  37   32.23   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  61   60      521  70   15.40   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  49   49      406  76    7.28   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  32   32      286  88    4.23   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  45   46      329  75    9.48   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  32   32      219  92    5.33   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  63   62      289  85    6.33   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 129  129      382  72    4.14   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  96   95      210  89    2.15   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 139  140      362  73    4.64   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 122  122      345  79    4.31   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 134  135      353  75    3.62   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 123  123      373  72    3.33   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 116  116      250  82    1.95   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 106  105      315  74    2.77   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 Freq MHz      IRQ RC6           RCS/0           BCS/0           VCS/0           VCS/1          VECS/0 
 req  act       /s   %       %  se  wa       %  se  wa       %  se  wa       %  se  wa       %  se  wa 
 145  147      400  48    7.17   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 126  127      367  61    5.60   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  98   97      308  67    2.46   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 131  132      374  56    4.74   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 132  133      358  64    4.10   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 140  141      314  73    2.96   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 110  111      238  76    2.47   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 140  141      388  53    2.09   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  73   73      189  97    1.47   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  86   86      236  88    4.69   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  73   73      588  41   21.28   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  74   76      469  48   21.37   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  46   46      359  74    5.96   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  59   60      473  57    7.32   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  72   74      553  49   27.36   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  67   70      553  45   17.15   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  58   58      452  63   12.15   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  36   36      335  83    5.82   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 Freq MHz      IRQ RC6           RCS/0           BCS/0           VCS/0           VCS/1          VECS/0 
 req  act       /s   %       %  se  wa       %  se  wa       %  se  wa       %  se  wa       %  se  wa 
  98  100      494  51   22.48   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 163  164      469  55    9.22   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 120  120      312  76    3.36   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  82   84      250  74    5.73   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  51   51      205  88    1.63   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  52   52      226  89    1.50   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 113  114      404  72    2.35   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  53   53      242  89    3.15   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 110  111      438  53    9.05   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  44   44      347  73    7.70   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  60   61      480  49   14.81   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  62   62      453  42   18.16   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  51   53      410  48   16.20   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  50   49      412  66    5.41   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  52   52      466  49    7.92   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  43   44      327  75    4.57   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  55   55      430  44   10.63   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  36   36      311  81    4.72   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 Freq MHz      IRQ RC6           RCS/0           BCS/0           VCS/0           VCS/1          VECS/0 
 req  act       /s   %       %  se  wa       %  se  wa       %  se  wa       %  se  wa       %  se  wa 
  45   44      346  73    4.36   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  33   33      232  91    4.06   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  41   41      307  82    4.35   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 129  130      395  51   14.85   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 130  131      480  54    9.93   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 181  183      429  53    5.43   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 148  148      393  68    8.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 183  184      488  56    4.61   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 132  133      385  71    4.13   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 127  129      280  52    7.08   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  21   21       54  93    0.63   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  63   64      170  76    1.49   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  67   68      157  76    1.46   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  97   97      233  66    2.11   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  61   61      176  79    6.98   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  45   45      127  83    3.13   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   7    8       68  97    0.10   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  52   52      115  81    5.25   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 Freq MHz      IRQ RC6           RCS/0           BCS/0           VCS/0           VCS/1          VECS/0 
 req  act       /s   %       %  se  wa       %  se  wa       %  se  wa       %  se  wa       %  se  wa 
  13   14       81  96    0.38   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  46   46      145  82    2.01   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  91   91      211  67    4.44   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 102  102      226  63    8.43   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 106  107      268  61    9.79   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  83   83      354  81    4.62   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 130  132      424  68    6.43   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  59   59      206  84    2.33   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 126  127      451  64    4.16   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 114  115      421  65    4.05   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 109  111      368  69    2.92   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 118  117      354  64    4.50   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 110  111      442  66    2.29   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 113  113      313  66    2.20   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 116  118      471  51    9.01   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  44   44      309  78    8.26   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  56   56      489  55    9.55   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  65   66      444  37   20.78   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 Freq MHz      IRQ RC6           RCS/0           BCS/0           VCS/0           VCS/1          VECS/0 
 req  act       /s   %       %  se  wa       %  se  wa       %  se  wa       %  se  wa       %  se  wa 
  55   56      415  47   18.29   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  47   47      411  68    5.71   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  52   52      470  46    7.79   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  44   45      356  70    5.07   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  54   53      401  52   10.31   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  38   38      325  74    5.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  43   43      358  72    4.44   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  34   34      234  92    4.04   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  36   36      271  87    4.08   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 113  114      418  53   13.65   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 146  147      436  57    5.40   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 166  168      458  47   11.68   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 144  144      367  70    6.69   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 188  190      484  54    5.30   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 135  135      417  74    4.02   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 135  137      310  50    7.59   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  33   33       78  89    1.15   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  47   48      143  81    1.36   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 Freq MHz      IRQ RC6           RCS/0           BCS/0           VCS/0           VCS/1          VECS/0 
 req  act       /s   %       %  se  wa       %  se  wa       %  se  wa       %  se  wa       %  se  wa 
  74   75      173  73    1.48   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  91   91      211  68    1.93   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  63   63      174  79    5.53   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  61   61      168  78    4.97   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   4    5       64  98    0.07   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  34   34       83  88    3.36   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  34   35      119  88    2.30   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  27   26      112  89    0.91   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  91   92      214  67    4.46   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 121  121      262  56    9.50   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 105  106      256  61    9.61   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  67   68      294  85    4.32   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 120  121      411  70    5.94   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  80   80      281  78    3.12   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 102  103      382  71    3.44   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 119  120      402  66    4.20   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 111  112      386  69    3.25   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 120  120      363  64    4.52   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 Freq MHz      IRQ RC6           RCS/0           BCS/0           VCS/0           VCS/1          VECS/0 
 req  act       /s   %       %  se  wa       %  se  wa       %  se  wa       %  se  wa       %  se  wa 
 104  105      418  66    2.26   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 119  119      350  66    2.21   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  45   45      120  85    2.27   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
